year,reporting_state,consulate_country,income_group,region,apps,issued,not_issued,refusal_rate
2008,Czechia,Nigeria,Lower middle income,Sub-Saharan Africa,1771,559,1212,0.6843591191417279
2008,Czechia,Vietnam,Lower middle income,East Asia & Pacific,1716,1370,346,0.20163170163170163
2008,Czechia,United Arab Emirates,High income,Middle East & North Africa,1684,1477,207,0.12292161520190023
2008,Czechia,Albania,Upper middle income,Europe & Central Asia,1488,1133,355,0.2385752688172043
2008,Czechia,United States,High income,North America,1385,1370,15,0.010830324909747292
2008,Czechia,Lebanon,Lower middle income,Middle East & North Africa,1314,1252,62,0.0471841704718417
2008,Czechia,Libya,Upper middle income,Middle East & North Africa,1276,950,326,0.2554858934169279
2008,Czechia,Iraq,Upper middle income,Middle East & North Africa,1215,1063,152,0.12510288065843622
2008,Czechia,Uzbekistan,Lower middle income,Europe & Central Asia,1146,970,176,0.15357766143106458
2008,Czechia,Algeria,Lower middle income,Middle East & North Africa,829,411,418,0.5042219541616405
2008,Czechia,Mongolia,Lower middle income,East Asia & Pacific,785,437,348,0.44331210191082804
2008,Czechia,Ireland,High income,Europe & Central Asia,767,703,64,0.08344198174706649
2008,Czechia,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,750,556,194,0.25866666666666666
2008,Czechia,Indonesia,Upper middle income,East Asia & Pacific,749,685,64,0.08544726301735647
2008,Czechia,Philippines,Lower middle income,East Asia & Pacific,688,612,76,0.11046511627906977
2008,Czechia,Syrian Arab Republic,Low income,Middle East & North Africa,657,563,94,0.1430745814307458
2008,Czechia,Pakistan,Lower middle income,South Asia,571,345,226,0.3957968476357268
2008,Czechia,Jordan,Lower middle income,Middle East & North Africa,492,372,120,0.24390243902439024
2008,Czechia,Colombia,Upper middle income,Latin America & Caribbean,484,382,102,0.21074380165289255
2008,Czechia,Morocco,Lower middle income,Middle East & North Africa,456,295,161,0.3530701754385965
2008,Czechia,Tunisia,Lower middle income,Middle East & North Africa,426,280,146,0.3427230046948357
2008,Czechia,Ghana,Lower middle income,Sub-Saharan Africa,376,145,231,0.6143617021276596
2008,Czechia,Peru,Upper middle income,Latin America & Caribbean,355,321,34,0.09577464788732394
2008,Czechia,Switzerland,High income,Europe & Central Asia,340,334,6,0.01764705882352941
2008,Czechia,Kenya,Lower middle income,Sub-Saharan Africa,270,203,67,0.24814814814814815
2008,Czechia,"Congo, Dem. Rep.",Low income,Sub-Saharan Africa,252,155,97,0.38492063492063494
2008,Czechia,Cyprus,High income,Europe & Central Asia,241,204,37,0.15352697095435686
2008,Czechia,Bulgaria,Upper middle income,Europe & Central Asia,229,137,92,0.4017467248908297
2008,Czechia,Israel,High income,Middle East & North Africa,213,132,81,0.38028169014084506
2008,Czechia,"Yemen, Rep.",Low income,Middle East & North Africa,201,182,19,0.0945273631840796
2008,Czechia,North Macedonia,Upper middle income,Europe & Central Asia,195,117,78,0.4
2008,Czechia,Cuba,Upper middle income,Latin America & Caribbean,186,133,53,0.2849462365591398
2008,Czechia,Canada,High income,North America,167,166,1,0.005988023952095809
2008,Czechia,Romania,High income,Europe & Central Asia,136,126,10,0.07352941176470588
2008,Czechia,Poland,High income,Europe & Central Asia,129,115,14,0.10852713178294573
2008,Czechia,"Venezuela, RB",nan,Latin America & Caribbean,129,85,44,0.34108527131782945
2008,Czechia,Japan,High income,East Asia & Pacific,93,93,0,0
2008,Czechia,Ethiopia,Low income,Sub-Saharan Africa,91,83,8,0.08791208791208792
2008,Czechia,Australia,High income,East Asia & Pacific,88,88,0,0
2008,Czechia,Malaysia,Upper middle income,East Asia & Pacific,74,60,14,0.1891891891891892
2008,Czechia,Croatia,High income,Europe & Central Asia,71,68,3,0.04225352112676056
2008,Czechia,Lithuania,High income,Europe & Central Asia,52,50,2,0.038461538461538464
2008,Czechia,Portugal,High income,Europe & Central Asia,33,32,1,0.030303030303030304
2008,Czechia,"Korea, Rep.",High income,East Asia & Pacific,32,22,10,0.3125
2008,Czechia,Mexico,Upper middle income,Latin America & Caribbean,30,29,1,0.03333333333333333
2008,Czechia,Brazil,Upper middle income,Latin America & Caribbean,27,26,1,0.037037037037037035
2008,Czechia,Angola,Lower middle income,Sub-Saharan Africa,26,22,4,0.15384615384615385
2008,Czechia,Chile,High income,Latin America & Caribbean,19,15,4,0.21052631578947367
2008,Czechia,Germany,High income,Europe & Central Asia,16,3,13,0.8125
2008,Czechia,Argentina,Upper middle income,Latin America & Caribbean,11,7,4,0.36363636363636365
2008,Czechia,Costa Rica,Upper middle income,Latin America & Caribbean,9,6,3,0.3333333333333333
2008,Czechia,France,High income,Europe & Central Asia,6,4,2,0.3333333333333333
2008,Czechia,"Korea, Dem. People's Rep.",Low income,East Asia & Pacific,6,6,0,0
2008,Czechia,Italy,High income,Europe & Central Asia,4,4,0,0
2008,Czechia,Slovak Republic,High income,Europe & Central Asia,4,1,3,0.75
2008,Czechia,Austria,High income,Europe & Central Asia,3,0,3,1
2008,Czechia,Hungary,High income,Europe & Central Asia,3,3,0,0
2008,Czechia,Belgium,High income,Europe & Central Asia,1,1,0,0
2008,Czechia,Denmark,High income,Europe & Central Asia,1,1,0,0
2008,Czechia,Estonia,High income,Europe & Central Asia,0,0,0,0
2008,Czechia,Finland,High income,Europe & Central Asia,0,0,0,0
2008,Czechia,Latvia,High income,Europe & Central Asia,0,0,0,0
2008,Czechia,Luxembourg,High income,Europe & Central Asia,0,0,0,0
2008,Czechia,Netherlands,High income,Europe & Central Asia,0,0,0,0
2008,Czechia,Norway,High income,Europe & Central Asia,0,0,0,0
2008,Czechia,Slovenia,High income,Europe & Central Asia,0,0,0,0
2008,Czechia,Spain,High income,Europe & Central Asia,0,0,0,0
2008,Czechia,Sweden,High income,Europe & Central Asia,0,0,0,0
2008,Denmark,Russian Federation,Upper middle income,Europe & Central Asia,14169,13943,226,0.015950314065918555
2008,Denmark,China,Upper middle income,East Asia & Pacific,13600,13375,225,0.016544117647058824
2008,Denmark,Ukraine,Lower middle income,Europe & Central Asia,5911,5576,334,0.05651438240270728
2008,Denmark,India,Lower middle income,South Asia,5786,5597,189,0.032665053577601105
2008,Denmark,Türkiye,Upper middle income,Europe & Central Asia,4668,4138,529,0.1133490464966788
2008,Denmark,"Taiwan, China",High income,East Asia & Pacific,4208,4200,8,0.0019011406844106464
2008,Denmark,Thailand,Upper middle income,East Asia & Pacific,3457,3157,299,0.0865162037037037
2008,Denmark,Serbia,Upper middle income,Europe & Central Asia,2787,2461,326,0.11697165410836025
2008,Denmark,Albania,Upper middle income,Europe & Central Asia,2405,2261,144,0.05987525987525988
2008,Denmark,United Kingdom,High income,Europe & Central Asia,2354,2300,53,0.02252443688907777
2008,Denmark,South Africa,Upper middle income,Sub-Saharan Africa,2124,2101,23,0.010828625235404897
2008,Denmark,Indonesia,Upper middle income,East Asia & Pacific,1863,1845,10,0.005390835579514825
2008,Denmark,Bosnia and Herzegovina,Upper middle income,Europe & Central Asia,1630,1535,94,0.057704112952731736
2008,Denmark,Ghana,Lower middle income,Sub-Saharan Africa,1581,1378,201,0.1272957568081064
2008,Denmark,Singapore,High income,East Asia & Pacific,1541,1525,7,0.0045691906005221935
2008,Denmark,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,1493,1078,384,0.26265389876880985
2008,Denmark,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1473,1423,45,0.030653950953678476
2008,Denmark,Vietnam,Lower middle income,East Asia & Pacific,1261,1118,143,0.1134020618556701
2008,Denmark,United States,High income,North America,1175,1147,27,0.022998296422487224
2008,Denmark,Bulgaria,Upper middle income,Europe & Central Asia,1038,899,137,0.13223938223938225
2008,Denmark,Syrian Arab Republic,Low income,Middle East & North Africa,897,555,297,0.3485915492957746
2008,Denmark,Pakistan,Lower middle income,South Asia,847,456,374,0.4506024096385542
2008,Denmark,United Arab Emirates,High income,Middle East & North Africa,717,636,76,0.10674157303370786
2008,Denmark,Algeria,Lower middle income,Middle East & North Africa,683,624,59,0.08638360175695461
2008,Denmark,Canada,High income,North America,669,648,21,0.03139013452914798
2008,Denmark,Bolivia,Lower middle income,Latin America & Caribbean,626,622,4,0.006389776357827476
2008,Denmark,Nepal,Lower middle income,South Asia,604,563,41,0.06788079470198675
2008,Denmark,Iraq,Upper middle income,Middle East & North Africa,584,414,84,0.1686746987951807
2008,Denmark,Kenya,Lower middle income,Sub-Saharan Africa,529,485,44,0.0831758034026465
2008,Denmark,Uganda,Low income,Sub-Saharan Africa,431,358,66,0.15566037735849056
2008,Denmark,Benin,Lower middle income,Sub-Saharan Africa,372,227,145,0.3897849462365591
2008,Denmark,Zambia,Lower middle income,Sub-Saharan Africa,290,281,9,0.03103448275862069
2008,Denmark,Saudi Arabia,High income,Middle East & North Africa,279,248,11,0.04247104247104247
2008,Denmark,Mozambique,Low income,Sub-Saharan Africa,272,268,4,0.014705882352941176
2008,Denmark,Mali,Low income,Sub-Saharan Africa,249,189,60,0.24096385542168675
2008,Denmark,Mexico,Upper middle income,Latin America & Caribbean,189,189,26,0.12093023255813953
2008,Denmark,Tanzania,Lower middle income,Sub-Saharan Africa,168,141,27,0.16071428571428573
2008,Denmark,Burkina Faso,Low income,Sub-Saharan Africa,163,145,18,0.11042944785276074
2008,Denmark,Morocco,Lower middle income,Middle East & North Africa,124,50,74,0.5967741935483871
2008,Denmark,Philippines,Lower middle income,East Asia & Pacific,119,107,11,0.09322033898305085
2008,Denmark,Australia,High income,East Asia & Pacific,115,111,4,0.034782608695652174
2008,Denmark,Bangladesh,Lower middle income,South Asia,99,53,40,0.43010752688172044
2008,Denmark,Israel,High income,Middle East & North Africa,95,80,15,0.15789473684210525
2008,Denmark,Japan,High income,East Asia & Pacific,89,87,1,0.011363636363636364
2008,Denmark,Romania,High income,Europe & Central Asia,89,72,17,0.19101123595505617
2008,Denmark,Ethiopia,Low income,Sub-Saharan Africa,76,56,18,0.24324324324324326
2008,Denmark,Ireland,High income,Europe & Central Asia,71,65,6,0.08450704225352113
2008,Denmark,Nigeria,Lower middle income,Sub-Saharan Africa,69,22,45,0.6716417910447762
2008,Denmark,Nicaragua,Lower middle income,Latin America & Caribbean,63,56,7,0.1111111111111111
2008,Denmark,Jordan,Lower middle income,Middle East & North Africa,52,36,13,0.2653061224489796
2008,Denmark,"Congo, Dem. Rep.",Low income,Sub-Saharan Africa,29,0,29,1
2008,Denmark,Malaysia,Upper middle income,East Asia & Pacific,24,20,4,0.16666666666666666
2008,Denmark,Peru,Upper middle income,Latin America & Caribbean,18,6,12,0.6666666666666666
2008,Denmark,Lebanon,Lower middle income,Middle East & North Africa,15,5,10,0.6666666666666666
2008,Denmark,Norway,High income,Europe & Central Asia,15,8,7,0.4666666666666667
2008,Denmark,Cuba,Upper middle income,Latin America & Caribbean,14,12,2,0.14285714285714285
2008,Denmark,Brazil,Upper middle income,Latin America & Caribbean,12,11,1,0.08333333333333333
2008,Denmark,Zimbabwe,Lower middle income,Sub-Saharan Africa,11,11,0,0
2008,Denmark,"Korea, Rep.",High income,East Asia & Pacific,9,6,3,0.3333333333333333
2008,Denmark,Colombia,Upper middle income,Latin America & Caribbean,8,6,2,0.25
2008,Denmark,Estonia,High income,Europe & Central Asia,8,0,8,1
2008,Denmark,Germany,High income,Europe & Central Asia,8,7,1,0.125
2008,Denmark,Poland,High income,Europe & Central Asia,8,7,1,0.125
2008,Denmark,Senegal,Lower middle income,Sub-Saharan Africa,8,3,5,0.625
2008,Denmark,Latvia,High income,Europe & Central Asia,7,0,7,1
2008,Denmark,Azerbaijan,Upper middle income,Europe & Central Asia,5,5,0,0
2008,Denmark,Czechia,High income,Europe & Central Asia,4,1,3,0.75
2008,Denmark,Sweden,High income,Europe & Central Asia,4,4,0,0
2008,Denmark,Lithuania,High income,Europe & Central Asia,3,3,0,0
2008,Denmark,Portugal,High income,Europe & Central Asia,3,2,1,0.3333333333333333
2008,Denmark,Sudan,Low income,Sub-Saharan Africa,3,1,2,0.6666666666666666
2008,Denmark,Angola,Lower middle income,Sub-Saharan Africa,2,2,0,0
2008,Denmark,France,High income,Europe & Central Asia,2,0,2,1
2008,Denmark,Tunisia,Lower middle income,Middle East & North Africa,2,2,0,0
2008,Denmark,Afghanistan,Low income,South Asia,1,0,0,0
2008,Denmark,Argentina,Upper middle income,Latin America & Caribbean,1,1,0,0
2008,Denmark,Austria,High income,Europe & Central Asia,1,1,0,0
2008,Denmark,Finland,High income,Europe & Central Asia,1,0,1,1
2008,Denmark,Malawi,Low income,Sub-Saharan Africa,1,0,1,1
2008,Denmark,Switzerland,High income,Europe & Central Asia,1,1,0,0
2008,Estonia,Russian Federation,Upper middle income,Europe & Central Asia,79827,78823,1004,0.012577198191088228
2008,Estonia,Ukraine,Lower middle income,Europe & Central Asia,8329,8077,252,0.0302557329811502
2008,Estonia,Belarus,Upper middle income,Europe & Central Asia,7804,7638,166,0.021271143003587904
2008,Estonia,Georgia,Upper middle income,Europe & Central Asia,1915,1407,508,0.26527415143603134
2008,Estonia,Türkiye,Upper middle income,Europe & Central Asia,891,787,104,0.11672278338945005
2008,Estonia,United Kingdom,High income,Europe & Central Asia,550,517,33,0.06
2008,Estonia,Lithuania,High income,Europe & Central Asia,405,405,0,0
2008,Estonia,China,Upper middle income,East Asia & Pacific,359,271,88,0.24512534818941503
2008,Estonia,Bulgaria,Upper middle income,Europe & Central Asia,152,125,27,0.17763157894736842
2008,Estonia,United States,High income,North America,145,124,21,0.14482758620689656
2008,Estonia,Austria,High income,Europe & Central Asia,90,90,0,0
2008,Estonia,India,Lower middle income,South Asia,73,31,42,0.5753424657534246
2008,Estonia,Ireland,High income,Europe & Central Asia,58,53,5,0.08620689655172414
2008,Estonia,Latvia,High income,Europe & Central Asia,23,21,2,0.08695652173913043
2008,Estonia,Canada,High income,North America,20,20,0,0
2008,Estonia,France,High income,Europe & Central Asia,12,12,0,0
2008,Estonia,Japan,High income,East Asia & Pacific,12,10,2,0.16666666666666666
2008,Estonia,Belgium,High income,Europe & Central Asia,7,7,0,0
2008,Estonia,Italy,High income,Europe & Central Asia,3,3,0,0
2008,Estonia,Netherlands,High income,Europe & Central Asia,3,1,2,0.6666666666666666
2008,Estonia,Finland,High income,Europe & Central Asia,2,0,2,1
2008,Estonia,Poland,High income,Europe & Central Asia,2,2,0,0
2008,Estonia,Czechia,High income,Europe & Central Asia,1,1,0,0
2008,Estonia,Denmark,High income,Europe & Central Asia,1,0,1,1
2008,Estonia,Hungary,High income,Europe & Central Asia,1,1,0,0
2008,Estonia,Spain,High income,Europe & Central Asia,1,1,0,0
2008,Estonia,Sweden,High income,Europe & Central Asia,1,1,0,0
2008,Finland,Russian Federation,Upper middle income,Europe & Central Asia,742195,734266,7929,0.010683176254218905
2008,Finland,China,Upper middle income,East Asia & Pacific,14238,13781,457,0.032097204663576344
2008,Finland,Ukraine,Lower middle income,Europe & Central Asia,12345,11996,349,0.02827055488051843
2008,Finland,India,Lower middle income,South Asia,6943,6665,278,0.04004032838830477
2008,Finland,Thailand,Upper middle income,East Asia & Pacific,5776,5237,539,0.09331717451523545
2008,Finland,Türkiye,Upper middle income,Europe & Central Asia,2827,2565,262,0.0926777502652989
2008,Finland,Peru,Upper middle income,Latin America & Caribbean,1943,1734,209,0.10756562017498714
2008,Finland,Tunisia,Lower middle income,Middle East & North Africa,1841,1555,286,0.15535035306898426
2008,Finland,South Africa,Upper middle income,Sub-Saharan Africa,1565,1538,27,0.017252396166134186
2008,Finland,United Kingdom,High income,Europe & Central Asia,1541,1499,42,0.027255029201817
2008,Finland,United States,High income,North America,1452,1433,19,0.013085399449035813
2008,Finland,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,1384,914,470,0.33959537572254334
2008,Finland,Serbia,Upper middle income,Europe & Central Asia,1270,1122,148,0.11653543307086614
2008,Finland,Vietnam,Lower middle income,East Asia & Pacific,1113,990,123,0.1105121293800539
2008,Finland,Nigeria,Lower middle income,Sub-Saharan Africa,1022,215,807,0.7896281800391389
2008,Finland,Philippines,Lower middle income,East Asia & Pacific,876,780,96,0.1095890410958904
2008,Finland,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,801,675,126,0.15730337078651685
2008,Finland,United Arab Emirates,High income,Middle East & North Africa,742,699,43,0.057951482479784364
2008,Finland,Indonesia,Upper middle income,East Asia & Pacific,677,643,34,0.050221565731166914
2008,Finland,Pakistan,Lower middle income,South Asia,657,431,226,0.3439878234398782
2008,Finland,Namibia,Upper middle income,Sub-Saharan Africa,545,538,7,0.012844036697247707
2008,Finland,Kenya,Lower middle income,Sub-Saharan Africa,432,354,78,0.18055555555555555
2008,Finland,Syrian Arab Republic,Low income,Middle East & North Africa,428,249,179,0.4182242990654206
2008,Finland,Morocco,Lower middle income,Middle East & North Africa,416,290,126,0.30288461538461536
2008,Finland,Tanzania,Lower middle income,Sub-Saharan Africa,395,336,59,0.14936708860759493
2008,Finland,Nepal,Lower middle income,South Asia,289,191,98,0.3391003460207612
2008,Finland,Ethiopia,Low income,Sub-Saharan Africa,231,148,83,0.3593073593073593
2008,Finland,Romania,High income,Europe & Central Asia,227,183,44,0.19383259911894274
