year,reporting_state,consulate_country,income_group,region,apps,issued,not_issued,refusal_rate
2021,Denmark,Finland,High income,Europe & Central Asia,11,10,0,0
2021,Denmark,Poland,High income,Europe & Central Asia,11,0,1,1
2021,Denmark,Belgium,High income,Europe & Central Asia,10,6,0,0
2021,Denmark,Spain,High income,Europe & Central Asia,9,9,0,0
2021,Denmark,France,High income,Europe & Central Asia,8,6,0,0
2021,Denmark,Portugal,High income,Europe & Central Asia,8,7,0,0
2021,Denmark,Norway,High income,Europe & Central Asia,7,7,0,0
2021,Denmark,Latvia,High income,Europe & Central Asia,6,6,0,0
2021,Denmark,Austria,High income,Europe & Central Asia,4,3,0,0
2021,Denmark,Greece,High income,Europe & Central Asia,4,2,1,0.3333333333333333
2021,Denmark,Iceland,High income,Europe & Central Asia,3,3,0,0
2021,Denmark,Italy,High income,Europe & Central Asia,3,1,1,0.5
2021,Denmark,Ukraine,Lower middle income,Europe & Central Asia,3,0,0,0
2021,Denmark,Netherlands,High income,Europe & Central Asia,2,1,0,0
2021,Denmark,South Africa,Upper middle income,Sub-Saharan Africa,1,1,0,0
2021,Estonia,Russian Federation,Upper middle income,Europe & Central Asia,32606,31656,913,0.028032791918695694
2021,Estonia,Belarus,Upper middle income,Europe & Central Asia,4885,4821,52,0.010671044531089679
2021,Estonia,Türkiye,Upper middle income,Europe & Central Asia,1859,752,1102,0.5943905070118662
2021,Estonia,Kazakhstan,Upper middle income,Europe & Central Asia,412,373,24,0.060453400503778336
2021,Estonia,Georgia,Upper middle income,Europe & Central Asia,200,192,8,0.04
2021,Estonia,India,Lower middle income,South Asia,181,160,21,0.11602209944751381
2021,Estonia,United Kingdom,High income,Europe & Central Asia,180,167,10,0.05649717514124294
2021,Estonia,Ukraine,Lower middle income,Europe & Central Asia,127,74,52,0.4126984126984127
2021,Estonia,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,72,62,10,0.1388888888888889
2021,Estonia,United States,High income,North America,66,55,11,0.16666666666666666
2021,Estonia,Ireland,High income,Europe & Central Asia,39,34,4,0.10526315789473684
2021,Estonia,Canada,High income,North America,13,13,0,0
2021,Estonia,China,Upper middle income,East Asia & Pacific,6,5,0,0
2021,Estonia,Israel,High income,Middle East & North Africa,5,4,1,0.2
2021,Estonia,Australia,High income,East Asia & Pacific,4,2,2,0.5
2021,Estonia,Japan,High income,East Asia & Pacific,2,2,0,0
2021,Finland,Russian Federation,Upper middle income,Europe & Central Asia,46457,44504,371,0.00826740947075209
2021,Finland,Thailand,Upper middle income,East Asia & Pacific,4060,3830,197,0.04891979140799603
2021,Finland,Kosovo,Upper middle income,Europe & Central Asia,1561,6,176,0.967032967032967
2021,Finland,Türkiye,Upper middle income,Europe & Central Asia,1506,978,431,0.3058907026259759
2021,Finland,United Kingdom,High income,Europe & Central Asia,1088,1026,31,0.0293282876064333
2021,Finland,China,Upper middle income,East Asia & Pacific,591,509,34,0.06261510128913444
2021,Finland,Indonesia,Upper middle income,East Asia & Pacific,590,498,48,0.08791208791208792
2021,Finland,United Arab Emirates,High income,Middle East & North Africa,586,370,135,0.26732673267326734
2021,Finland,Philippines,Lower middle income,East Asia & Pacific,542,267,241,0.47440944881889763
2021,Finland,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,418,263,60,0.18575851393188855
2021,Finland,Tunisia,Lower middle income,Middle East & North Africa,399,175,145,0.453125
2021,Finland,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,393,210,104,0.33121019108280253
2021,Finland,Nigeria,Lower middle income,Sub-Saharan Africa,393,113,240,0.6798866855524079
2021,Finland,India,Lower middle income,South Asia,376,265,66,0.19939577039274925
2021,Finland,Kenya,Lower middle income,Sub-Saharan Africa,291,169,77,0.3130081300813008
2021,Finland,Morocco,Lower middle income,Middle East & North Africa,267,74,166,0.6916666666666667
2021,Finland,United States,High income,North America,248,200,29,0.12663755458515283
2021,Finland,South Africa,Upper middle income,Sub-Saharan Africa,233,205,13,0.05963302752293578
2021,Finland,Nepal,Lower middle income,South Asia,214,143,45,0.2393617021276596
2021,Finland,Ireland,High income,Europe & Central Asia,90,84,2,0.023255813953488372
2021,Finland,Vietnam,Lower middle income,East Asia & Pacific,86,58,9,0.13432835820895522
2021,Finland,Ethiopia,Low income,Sub-Saharan Africa,80,55,10,0.15384615384615385
2021,Finland,Namibia,Upper middle income,Sub-Saharan Africa,80,65,4,0.057971014492753624
2021,Finland,Algeria,Lower middle income,Middle East & North Africa,73,20,40,0.6666666666666666
2021,Finland,Tanzania,Lower middle income,Sub-Saharan Africa,67,44,23,0.34328358208955223
2021,Finland,Cyprus,High income,Europe & Central Asia,61,46,15,0.2459016393442623
2021,Finland,Bulgaria,Upper middle income,Europe & Central Asia,60,48,3,0.058823529411764705
2021,Finland,Saudi Arabia,High income,Middle East & North Africa,54,12,0,0
2021,Finland,Israel,High income,Middle East & North Africa,49,27,12,0.3076923076923077
2021,Finland,Malaysia,Upper middle income,East Asia & Pacific,23,15,6,0.2857142857142857
2021,Finland,Ukraine,Lower middle income,Europe & Central Asia,18,14,3,0.17647058823529413
2021,Finland,Japan,High income,East Asia & Pacific,12,10,1,0.09090909090909091
2021,Finland,Serbia,Upper middle income,Europe & Central Asia,11,11,0,0
2021,Finland,Mozambique,Low income,Sub-Saharan Africa,10,6,4,0.4
2021,Finland,"Korea, Rep.",High income,East Asia & Pacific,7,6,0,0
2021,Finland,Australia,High income,East Asia & Pacific,5,5,0,0
2021,Finland,Germany,High income,Europe & Central Asia,5,1,0,0
2021,Finland,Mexico,Upper middle income,Latin America & Caribbean,4,3,1,0.25
2021,Finland,Peru,Upper middle income,Latin America & Caribbean,3,1,2,0.6666666666666666
2021,Finland,Chile,High income,Latin America & Caribbean,2,1,1,0.5
2021,Finland,Argentina,Upper middle income,Latin America & Caribbean,1,0,0,0
2021,Finland,Lithuania,High income,Europe & Central Asia,1,0,0,0
2021,France,Algeria,Lower middle income,Middle East & North Africa,88552,44032,31955,0.42053245949965123
2021,France,Saudi Arabia,High income,Middle East & North Africa,72702,68002,2847,0.040184053409363575
2021,France,Morocco,Lower middle income,Middle East & North Africa,58310,34256,20369,0.37288787185354694
2021,France,Türkiye,Upper middle income,Europe & Central Asia,45119,36689,5929,0.13911962081749496
2021,France,Tunisia,Lower middle income,Middle East & North Africa,41756,27988,8822,0.23966313501765824
2021,France,India,Lower middle income,South Asia,37585,24625,11729,0.32263299774440224
2021,France,Lebanon,Lower middle income,Middle East & North Africa,28885,23505,4818,0.17010909861243512
2021,France,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,22569,17274,2729,0.13642953556966456
2021,France,Côte d’Ivoire,Lower middle income,Sub-Saharan Africa,20296,14628,4764,0.24566831683168316
2021,France,United Kingdom,High income,Europe & Central Asia,19636,18257,909,0.04742773661692581
2021,France,Kuwait,High income,Middle East & North Africa,14917,14172,314,0.021676101063095404
2021,France,Nigeria,Lower middle income,Sub-Saharan Africa,13058,7862,4785,0.37835059697952084
2021,France,Senegal,Lower middle income,Sub-Saharan Africa,12584,6997,3106,0.3074334356131842
2021,France,United Arab Emirates,High income,Middle East & North Africa,12018,10317,1261,0.10891345655553636
2021,France,Qatar,High income,Middle East & North Africa,10590,9761,624,0.060086663456909
2021,France,Iraq,Upper middle income,Middle East & North Africa,8912,4397,3994,0.4759861756644023
2021,France,Mali,Low income,Sub-Saharan Africa,8912,6650,1757,0.208992506244796
2021,France,Cameroon,Lower middle income,Sub-Saharan Africa,7980,5637,1752,0.23710921640276086
2021,France,United States,High income,North America,7757,6975,516,0.06888265919102923
2021,France,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,7013,5349,993,0.15657521286660359
2021,France,South Africa,Upper middle income,Sub-Saharan Africa,6977,6317,275,0.04171723300970874
2021,France,Russian Federation,Upper middle income,Europe & Central Asia,6034,5407,168,0.030134529147982064
2021,France,Philippines,Lower middle income,East Asia & Pacific,5764,5493,222,0.03884514435695538
2021,France,"Congo, Rep.",Lower middle income,Sub-Saharan Africa,5599,4122,1304,0.24032436417250277
2021,France,China,Upper middle income,East Asia & Pacific,5353,5104,177,0.033516379473584546
2021,France,Thailand,Upper middle income,East Asia & Pacific,4560,4062,325,0.07408251652609985
2021,France,Burkina Faso,Low income,Sub-Saharan Africa,4409,3210,852,0.20974889217134415
2021,France,Benin,Lower middle income,Sub-Saharan Africa,4018,3070,835,0.21382842509603073
2021,France,Madagascar,Low income,Sub-Saharan Africa,4015,3089,536,0.14786206896551723
2021,France,Guinea,Lower middle income,Sub-Saharan Africa,3701,1970,1507,0.4334196146102962
2021,France,Azerbaijan,Upper middle income,Europe & Central Asia,3498,2891,178,0.05799934832192897
2021,France,Gabon,Upper middle income,Sub-Saharan Africa,3028,1992,866,0.30300909727081876
2021,France,Indonesia,Upper middle income,East Asia & Pacific,2655,2189,301,0.12088353413654618
2021,France,Togo,Low income,Sub-Saharan Africa,2637,2117,461,0.17882079131109388
2021,France,Niger,Low income,Sub-Saharan Africa,2589,2158,287,0.11738241308793455
2021,France,Chad,Low income,Sub-Saharan Africa,2537,1934,536,0.21700404858299596
2021,France,Singapore,High income,East Asia & Pacific,2400,2283,47,0.02017167381974249
2021,France,Jordan,Lower middle income,Middle East & North Africa,2394,1972,347,0.14963346269943942
2021,France,Canada,High income,North America,2334,2108,135,0.06018724921979492
2021,France,Bahrain,High income,Middle East & North Africa,2031,1889,97,0.048841893252769386
2021,France,Armenia,Upper middle income,Europe & Central Asia,1929,1663,215,0.11448349307774228
2021,France,Israel,High income,Middle East & North Africa,1780,1547,175,0.1016260162601626
2021,France,Ecuador,Upper middle income,Latin America & Caribbean,1690,1319,335,0.20253929866989118
2021,France,Mauritania,Lower middle income,Sub-Saharan Africa,1610,1173,284,0.19492107069320522
2021,France,Haiti,Lower middle income,Latin America & Caribbean,1560,924,577,0.3844103930712858
2021,France,Sri Lanka,Lower middle income,South Asia,1550,1122,364,0.2449528936742934
2021,France,Oman,High income,Middle East & North Africa,1538,1409,113,0.07424441524310119
2021,France,Ghana,Lower middle income,Sub-Saharan Africa,1412,1000,357,0.2630803242446573
2021,France,Belarus,Upper middle income,Europe & Central Asia,1327,1287,2,0.0015515903801396431
2021,France,Djibouti,Lower middle income,Middle East & North Africa,1217,1128,38,0.032590051457975985
2021,France,Kenya,Lower middle income,Sub-Saharan Africa,1205,1125,29,0.02512998266897747
2021,France,Pakistan,Lower middle income,South Asia,1188,764,314,0.2912801484230056
2021,France,Comoros,Lower middle income,Sub-Saharan Africa,1185,815,279,0.25502742230347347
2021,France,Uzbekistan,Lower middle income,Europe & Central Asia,1139,861,100,0.1040582726326743
2021,France,Cambodia,Lower middle income,East Asia & Pacific,1136,1003,90,0.08234217749313816
2021,France,Dominican Republic,Upper middle income,Latin America & Caribbean,1129,912,202,0.1813285457809695
2021,France,Bangladesh,Lower middle income,South Asia,1049,823,124,0.13093980992608237
2021,France,Central African Republic,Low income,Sub-Saharan Africa,1021,691,278,0.2868937048503612
2021,France,Sudan,Low income,Sub-Saharan Africa,910,614,197,0.24290998766954378
2021,France,Romania,High income,Europe & Central Asia,819,774,20,0.02518891687657431
2021,France,Ireland,High income,Europe & Central Asia,802,741,15,0.01984126984126984
2021,France,Ethiopia,Low income,Sub-Saharan Africa,789,542,178,0.24722222222222223
2021,France,Vietnam,Lower middle income,East Asia & Pacific,737,638,15,0.022970903522205207
2021,France,Angola,Lower middle income,Sub-Saharan Africa,691,355,289,0.44875776397515527
2021,France,Uganda,Low income,Sub-Saharan Africa,683,602,35,0.054945054945054944
2021,France,Kazakhstan,Upper middle income,Europe & Central Asia,621,545,25,0.043859649122807015
2021,France,Myanmar,Lower middle income,East Asia & Pacific,569,558,4,0.0071174377224199285
2021,France,Tanzania,Lower middle income,Sub-Saharan Africa,569,390,151,0.27911275415896486
2021,France,Mozambique,Low income,Sub-Saharan Africa,500,404,31,0.07126436781609195
2021,France,Mongolia,Lower middle income,East Asia & Pacific,381,330,44,0.11764705882352941
2021,France,Cuba,Upper middle income,Latin America & Caribbean,378,362,10,0.026881720430107527
2021,France,Cyprus,High income,Europe & Central Asia,334,270,27,0.09090909090909091
2021,France,Lao PDR,Lower middle income,East Asia & Pacific,300,212,79,0.27147766323024053
2021,France,Afghanistan,Low income,South Asia,225,205,0,0
2021,France,Zimbabwe,Lower middle income,Sub-Saharan Africa,178,146,19,0.11515151515151516
2021,France,Ukraine,Lower middle income,Europe & Central Asia,168,90,45,0.3333333333333333
2021,France,Croatia,High income,Europe & Central Asia,160,155,0,0
2021,France,"Korea, Rep.",High income,East Asia & Pacific,160,134,20,0.12987012987012986
2021,France,Equatorial Guinea,Upper middle income,Sub-Saharan Africa,159,131,1,0.007575757575757576
2021,France,Bulgaria,Upper middle income,Europe & Central Asia,148,140,4,0.027777777777777776
2021,France,Chile,High income,Latin America & Caribbean,144,67,70,0.5109489051094891
2021,France,Malaysia,Upper middle income,East Asia & Pacific,125,104,20,0.16129032258064516
2021,France,Rwanda,Low income,Sub-Saharan Africa,125,117,3,0.025
2021,France,Mauritius,Upper middle income,Sub-Saharan Africa,124,113,4,0.03418803418803419
2021,France,Australia,High income,East Asia & Pacific,119,90,10,0.1
2021,France,Japan,High income,East Asia & Pacific,101,86,6,0.06521739130434782
2021,France,Georgia,Upper middle income,Europe & Central Asia,100,88,5,0.053763440860215055
2021,France,North Macedonia,Upper middle income,Europe & Central Asia,90,85,5,0.05555555555555555
2021,France,Serbia,Upper middle income,Europe & Central Asia,78,68,1,0.014492753623188406
2021,France,Brazil,Upper middle income,Latin America & Caribbean,71,60,3,0.047619047619047616
2021,France,Burundi,Low income,Sub-Saharan Africa,64,64,0,0
2021,France,St. Lucia,Upper middle income,Latin America & Caribbean,51,41,4,0.08888888888888889
2021,France,Bolivia,Lower middle income,Latin America & Caribbean,50,39,5,0.11363636363636363
2021,France,Spain,High income,Europe & Central Asia,48,45,1,0.021739130434782608
2021,France,Mexico,Upper middle income,Latin America & Caribbean,37,30,6,0.16666666666666666
2021,France,Panama,High income,Latin America & Caribbean,37,35,0,0
2021,France,Suriname,Upper middle income,Latin America & Caribbean,35,32,0,0
2021,France,Albania,Upper middle income,Europe & Central Asia,31,29,1,0.03333333333333333
2021,France,Argentina,Upper middle income,Latin America & Caribbean,31,27,2,0.06896551724137931
2021,France,France,High income,Europe & Central Asia,27,0,0,0
2021,France,Germany,High income,Europe & Central Asia,26,20,2,0.09090909090909091
2021,France,New Zealand,High income,East Asia & Pacific,24,21,2,0.08695652173913043
2021,France,Bosnia and Herzegovina,Upper middle income,Europe & Central Asia,23,20,1,0.047619047619047616
2021,France,Peru,Upper middle income,Latin America & Caribbean,23,19,2,0.09523809523809523
2021,France,Italy,High income,Europe & Central Asia,22,20,2,0.09090909090909091
2021,France,"Taiwan, China",High income,East Asia & Pacific,19,17,0,0
2021,France,Guatemala,Upper middle income,Latin America & Caribbean,16,14,0,0
2021,France,Switzerland,High income,Europe & Central Asia,15,15,0,0
2021,France,Belgium,High income,Europe & Central Asia,12,6,3,0.3333333333333333
2021,France,Malta,High income,Middle East & North Africa,10,9,0,0
2021,France,Colombia,Upper middle income,Latin America & Caribbean,7,7,0,0
2021,France,Finland,High income,Europe & Central Asia,6,6,0,0
2021,France,"Congo, Dem. Rep.",Low income,Sub-Saharan Africa,3,2,0,0
2021,France,Greece,High income,Europe & Central Asia,2,2,0,0
2021,France,Norway,High income,Europe & Central Asia,2,2,0,0
2021,France,Austria,High income,Europe & Central Asia,1,1,0,0
2021,France,Sweden,High income,Europe & Central Asia,1,1,0,0
2021,France,Uruguay,High income,Latin America & Caribbean,1,1,0,0
2021,Germany,Türkiye,Upper middle income,Europe & Central Asia,93587,72412,20807,0.22320556968000085
2021,Germany,Russian Federation,Upper middle income,Europe & Central Asia,29265,24739,4163,0.1440384748460314
2021,Germany,India,Lower middle income,South Asia,20449,17389,2867,0.14153830963665087
2021,Germany,Kosovo,Upper middle income,Europe & Central Asia,18707,80,1821,0.9579168858495528
2021,Germany,Saudi Arabia,High income,Middle East & North Africa,15354,14840,387,0.02541538057398043
2021,Germany,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,13996,9964,2988,0.230697961704756
2021,Germany,Kuwait,High income,Middle East & North Africa,12734,12381,338,0.026574416227690856
2021,Germany,Qatar,High income,Middle East & North Africa,9081,8364,316,0.03640552995391705
2021,Germany,United Arab Emirates,High income,Middle East & North Africa,7910,5981,1716,0.22294400415746396
2021,Germany,Philippines,Lower middle income,East Asia & Pacific,7503,7371,79,0.010604026845637583
2021,Germany,Belarus,Upper middle income,Europe & Central Asia,6580,6484,84,0.012789281364190013
2021,Germany,Tunisia,Lower middle income,Middle East & North Africa,6247,4560,1583,0.25769168158880024
2021,Germany,Thailand,Upper middle income,East Asia & Pacific,6113,5260,537,0.0926341210971192
2021,Germany,Iraq,Upper middle income,Middle East & North Africa,5143,3720,1262,0.2533119229225211
2021,Germany,China,Upper middle income,East Asia & Pacific,5110,4122,656,0.13729593972373377
2021,Germany,"Iran, Islamic Rep.",Lower middle income,Middle East & North Africa,4903,3261,1558,0.3233035899564225
2021,Germany,South Africa,Upper middle income,Sub-Saharan Africa,4679,3808,512,0.11851851851851852
2021,Germany,Kazakhstan,Upper middle income,Europe & Central Asia,4665,3810,773,0.1686668121317914
2021,Germany,Jordan,Lower middle income,Middle East & North Africa,4543,3630,702,0.16204986149584488
2021,Germany,United Kingdom,High income,Europe & Central Asia,4104,3831,96,0.024446142093200916
2021,Germany,United States,High income,North America,4030,3801,113,0.028870720490546755
2021,Germany,Pakistan,Lower middle income,South Asia,3790,2863,670,0.18964053212567222
2021,Germany,Azerbaijan,Upper middle income,Europe & Central Asia,3708,3243,396,0.10882110469909316
2021,Germany,Lebanon,Lower middle income,Middle East & North Africa,3468,2535,723,0.22191528545119704
2021,Germany,Nigeria,Lower middle income,Sub-Saharan Africa,3322,2097,1107,0.3455056179775281
2021,Germany,Indonesia,Upper middle income,East Asia & Pacific,3149,2888,228,0.07317073170731707
2021,Germany,Bahrain,High income,Middle East & North Africa,2810,2655,140,0.05008944543828265
2021,Germany,Singapore,High income,East Asia & Pacific,2433,2339,86,0.03546391752577319
2021,Germany,Algeria,Lower middle income,Middle East & North Africa,2428,619,1084,0.6365237815619496
2021,Germany,Armenia,Upper middle income,Europe & Central Asia,2385,2158,215,0.09060261272650653
2021,Germany,Oman,High income,Middle East & North Africa,2213,2158,50,0.022644927536231884
2021,Germany,Uzbekistan,Lower middle income,Europe & Central Asia,2082,1693,257,0.1317948717948718
2021,Germany,Ghana,Lower middle income,Sub-Saharan Africa,2041,1479,550,0.2710694923607688
2021,Germany,West Bank and Gaza,Upper middle income,Middle East & North Africa,1713,1368,192,0.12307692307692308
2021,Germany,Kyrgyz Republic,Lower middle income,Europe & Central Asia,1525,1313,124,0.08629088378566457
2021,Germany,Kenya,Lower middle income,Sub-Saharan Africa,1430,1111,269,0.19492753623188405
2021,Germany,Nepal,Lower middle income,South Asia,1139,824,291,0.2609865470852018
2021,Germany,Ecuador,Upper middle income,Latin America & Caribbean,1052,980,71,0.0675547098001903
2021,Germany,Tajikistan,Lower middle income,Europe & Central Asia,1017,495,302,0.37892095357590966
2021,Germany,Senegal,Lower middle income,Sub-Saharan Africa,981,601,375,0.38422131147540983
2021,Germany,Ethiopia,Low income,Sub-Saharan Africa,931,704,221,0.23891891891891892
2021,Germany,Cuba,Upper middle income,Latin America & Caribbean,900,598,267,0.3086705202312139
2021,Germany,Morocco,Lower middle income,Middle East & North Africa,794,580,187,0.2438070404172099
2021,Germany,Cyprus,High income,Europe & Central Asia,789,559,162,0.22468793342579751
2021,Germany,Serbia,Upper middle income,Europe & Central Asia,787,758,16,0.020671834625323
2021,Germany,Dominican Republic,Upper middle income,Latin America & Caribbean,778,625,147,0.19041450777202074
2021,Germany,Uganda,Low income,Sub-Saharan Africa,749,679,56,0.0761904761904762
2021,Germany,Mali,Low income,Sub-Saharan Africa,616,405,176,0.3029259896729776
2021,Germany,Canada,High income,North America,607,533,51,0.08732876712328767
2021,Germany,Côte d’Ivoire,Lower middle income,Sub-Saharan Africa,582,359,207,0.3657243816254417
2021,Germany,Ukraine,Lower middle income,Europe & Central Asia,582,457,102,0.18246869409660108
2021,Germany,Tanzania,Lower middle income,Sub-Saharan Africa,578,488,79,0.13932980599647266
2021,Germany,Namibia,Upper middle income,Sub-Saharan Africa,569,483,57,0.10555555555555556
2021,Germany,Syrian Arab Republic,Low income,Middle East & North Africa,567,240,314,0.5667870036101083
2021,Germany,Sri Lanka,Lower middle income,South Asia,533,250,261,0.5107632093933464
2021,Germany,Bolivia,Lower middle income,Latin America & Caribbean,522,477,8,0.016494845360824743
2021,Germany,Israel,High income,Middle East & North Africa,518,483,32,0.062135922330097085
2021,Germany,Mongolia,Lower middle income,East Asia & Pacific,505,467,22,0.044989775051124746
2021,Germany,Guinea,Lower middle income,Sub-Saharan Africa,460,215,240,0.5274725274725275
2021,Germany,Bangladesh,Lower middle income,South Asia,439,363,9,0.024193548387096774
2021,Germany,Bulgaria,Upper middle income,Europe & Central Asia,419,402,12,0.028985507246376812
2021,Germany,Angola,Lower middle income,Sub-Saharan Africa,354,328,19,0.05475504322766571
2021,Germany,Mauritania,Lower middle income,Sub-Saharan Africa,354,308,40,0.11494252873563218
2021,Germany,Cameroon,Lower middle income,Sub-Saharan Africa,339,224,107,0.32326283987915405
2021,Germany,Burkina Faso,Low income,Sub-Saharan Africa,321,267,44,0.1414790996784566
2021,Germany,Zambia,Lower middle income,Sub-Saharan Africa,273,210,60,0.2222222222222222
2021,Germany,Sudan,Low income,Sub-Saharan Africa,272,178,85,0.3231939163498099
2021,Germany,Jamaica,Upper middle income,Latin America & Caribbean,267,214,41,0.1607843137254902
2021,Germany,Japan,High income,East Asia & Pacific,244,221,21,0.08677685950413223
2021,Germany,Rwanda,Low income,Sub-Saharan Africa,241,167,34,0.1691542288557214
2021,Germany,Bosnia and Herzegovina,Upper middle income,Europe & Central Asia,236,181,9,0.04736842105263158
2021,Germany,Ireland,High income,Europe & Central Asia,229,215,3,0.013761467889908258
2021,Germany,Romania,High income,Europe & Central Asia,215,191,24,0.11162790697674418
2021,Germany,Benin,Lower middle income,Sub-Saharan Africa,201,160,34,0.17525773195876287
2021,Germany,Togo,Low income,Sub-Saharan Africa,198,167,30,0.15228426395939088
2021,Germany,Myanmar,Lower middle income,East Asia & Pacific,147,141,1,0.007042253521126761
2021,Germany,Vietnam,Lower middle income,East Asia & Pacific,128,97,26,0.21138211382113822
2021,Germany,Slovenia,High income,Europe & Central Asia,116,2,40,0.9523809523809523
2021,Germany,Mozambique,Low income,Sub-Saharan Africa,114,97,7,0.0673076923076923
2021,Germany,Cambodia,Lower middle income,East Asia & Pacific,98,89,3,0.03260869565217391
2021,Germany,Croatia,High income,Europe & Central Asia,96,68,27,0.28421052631578947
2021,Germany,Afghanistan,Low income,South Asia,95,22,67,0.7528089887640449
2021,Germany,Zimbabwe,Lower middle income,Sub-Saharan Africa,94,59,22,0.2716049382716049
2021,Germany,"Congo, Dem. Rep.",Low income,Sub-Saharan Africa,85,69,13,0.15853658536585366
2021,Germany,Malaysia,Upper middle income,East Asia & Pacific,79,56,23,0.2911392405063291
2021,Germany,Botswana,Upper middle income,Sub-Saharan Africa,74,66,8,0.10810810810810811
2021,Germany,North Macedonia,Upper middle income,Europe & Central Asia,73,66,7,0.0958904109589041
2021,Germany,Montenegro,Upper middle income,Europe & Central Asia,66,30,29,0.4915254237288136
2021,Germany,"Korea, Rep.",High income,East Asia & Pacific,63,51,11,0.1774193548387097
2021,Germany,Albania,Upper middle income,Europe & Central Asia,54,24,11,0.3142857142857143
2021,Germany,Lithuania,High income,Europe & Central Asia,52,51,1,0.019230769230769232
2021,Germany,Moldova,Upper middle income,Europe & Central Asia,50,49,1,0.02
2021,Germany,"Taiwan, China",High income,East Asia & Pacific,48,41,4,0.08888888888888889
2021,Germany,Turkmenistan,Upper middle income,Europe & Central Asia,43,13,0,0
2021,Germany,Trinidad and Tobago,High income,Latin America & Caribbean,29,27,1,0.03571428571428571
2021,Germany,Colombia,Upper middle income,Latin America & Caribbean,24,23,0,0
2021,Germany,Georgia,Upper middle income,Europe & Central Asia,24,19,1,0.05
2021,Germany,Lao PDR,Lower middle income,East Asia & Pacific,24,12,0,0
2021,Germany,Mexico,Upper middle income,Latin America & Caribbean,24,22,0,0
2021,Germany,New Zealand,High income,East Asia & Pacific,23,18,3,0.14285714285714285
2021,Germany,Costa Rica,Upper middle income,Latin America & Caribbean,21,18,1,0.05263157894736842
2021,Germany,Chile,High income,Latin America & Caribbean,20,18,1,0.05263157894736842
2021,Germany,Panama,High income,Latin America & Caribbean,17,15,2,0.11764705882352941
2021,Germany,Guatemala,Upper middle income,Latin America & Caribbean,15,12,2,0.14285714285714285
2021,Germany,Argentina,Upper middle income,Latin America & Caribbean,14,12,1,0.07692307692307693
2021,Germany,Austria,High income,Europe & Central Asia,14,7,1,0.125
2021,Germany,Brazil,Upper middle income,Latin America & Caribbean,12,11,1,0.08333333333333333
2021,Germany,Paraguay,Upper middle income,Latin America & Caribbean,11,9,0,0
2021,Germany,Peru,Upper middle income,Latin America & Caribbean,11,11,0,0
2021,Germany,Switzerland,High income,Europe & Central Asia,10,8,0,0
2021,Germany,Greece,High income,Europe & Central Asia,9,7,0,0
2021,Germany,Italy,High income,Europe & Central Asia,8,4,4,0.5
2021,Germany,Australia,High income,East Asia & Pacific,7,2,3,0.6
2021,Germany,Netherlands,High income,Europe & Central Asia,6,6,0,0
2021,Germany,El Salvador,Upper middle income,Latin America & Caribbean,5,5,0,0
2021,Germany,Honduras,Lower middle income,Latin America & Caribbean,5,5,0,0
2021,Germany,Spain,High income,Europe & Central Asia,5,1,0,0
2021,Germany,Uruguay,High income,Latin America & Caribbean,3,3,0,0
2021,Germany,Norway,High income,Europe & Central Asia,2,2,0,0
2021,Germany,Belgium,High income,Europe & Central Asia,1,1,0,0
2021,Germany,Czechia,High income,Europe & Central Asia,1,0,0,0
2021,Germany,Denmark,High income,Europe & Central Asia,1,1,0,0
2021,Germany,Estonia,High income,Europe & Central Asia,1,0,0,0
2021,Germany,France,High income,Europe & Central Asia,1,1,0,0
2021,Germany,Nicaragua,Lower middle income,Latin America & Caribbean,1,1,0,0
2021,Germany,Poland,High income,Europe & Central Asia,1,1,0,0
2021,Germany,Sweden,High income,Europe & Central Asia,1,1,0,0
2021,Germany,"Venezuela, RB",nan,Latin America & Caribbean,0,0,0,0
2021,Greece,Russian Federation,Upper middle income,Europe & Central Asia,179183,172870,5409,0.03034008492307002
2021,Greece,Türkiye,Upper middle income,Europe & Central Asia,38402,34219,3777,0.09940520054742605
2021,Greece,United Arab Emirates,High income,Middle East & North Africa,13950,9713,4027,0.2930858806404658
2021,Greece,Saudi Arabia,High income,Middle East & North Africa,10174,9428,518,0.052081238688920166
2021,Greece,Lebanon,Lower middle income,Middle East & North Africa,7116,5922,1055,0.1512111222588505
2021,Greece,Armenia,Upper middle income,Europe & Central Asia,4681,4209,455,0.0975557461406518
2021,Greece,Kosovo,Upper middle income,Europe & Central Asia,4599,82,47,0.3643410852713178
2021,Greece,United Kingdom,High income,Europe & Central Asia,4526,4285,186,0.04160143144710356
2021,Greece,Philippines,Lower middle income,East Asia & Pacific,3721,3690,0,0
2021,Greece,Kuwait,High income,Middle East & North Africa,3565,3384,153,0.043256997455470736
2021,Greece,Qatar,High income,Middle East & North Africa,3500,3136,342,0.09833237492811961
2021,Greece,Jordan,Lower middle income,Middle East & North Africa,3493,2818,580,0.17068864037669218
2021,Greece,India,Lower middle income,South Asia,2615,1781,799,0.30968992248062016
2021,Greece,United States,High income,North America,2495,1792,33,0.01808219178082192
